ID_Publicacion,ID_Publicacion_Padre,ID_Usuario,Usuario_Handle,Plataforma,Tipo_Publicacion,Texto_Publicacion,Hashtags_Usados,Marca_Mencionada,Fecha_Hora_Publicacion,Perfil_Usuario,Antigüedad_Cuenta_Dias,Num_Seguidores_Cuenta,Num_Interacciones,Velocidad_Viralizacion,Contenido_Reciclado,Corroboraciones_Independientes
2998,2958.0,278,@isabellaalarcon_11,X,Comentario,"Ojo con esto: según un grupo de Facebook, esto ya se sabía desde hace meses",#FueraKai,,2026-03-15 04:24:08,Anónimo,11.2,119,215.0,5.9,No,1
2999,2964.0,266,@gabrielasabana,TikTok,Comentario,me acaban de contar que supuestamente el ganador real habló pero borró el mensaje rapidísimo,#QueDijoKai #CancelenAKai,,2026-03-15 05:23:58,Cuenta_Nueva,13.9,1813,307.0,6.3,No,1
3000,2741.0,257,@carolinaramirez34,Instagram,Repost/Cita,"esto se puso serio rapidísimo, hace una hora era chisme 😭😭",#KaiMentiroso,,2026-03-15 05:12:50,Anónimo,7.3,69,39.0,0.1,No,0
3001,2802.0,93,@julianasabana,TikTok,Comentario,"que fastidio, otra vez cancelando a alguien sin dejarlo hablar...",#QueDijoKai,,2026-03-15 03:30:20,Verificado,776.3,2783,44.0,0.6,No,0
3002,,267,@camilacastro34,X,Comentario,mis amigas y yo llevamos toda la noche hablando de esto y eso que apenas empieza el día,,,2026-03-15 02:00:25,Anónimo,15.2,433,48.0,2.3,No,0
3003,,325,@felipe98,X,Comentario,"esto se puso serio rapidísimo, hace una hora era chisme otra vez 💀💀",,,2026-03-15 03:17:21,Anónimo,4.6,84,14.0,4.7,No,1
3004,2790.0,177,@haroldgomez2020,X,Comentario,el que suba a defenderlo sin pruebas también me da desconfianza sinceramente,,,2026-03-15 02:37:36,Anónimo,300.7,699,53.0,2.1,No,0
3005,2944.0,41,@adrianaperez_11,X,Comentario,"honestamente, un conocido trabaja en el canal y dice que ahí todo queda respaldado",#QueDijoKai,,2026-03-15 04:17:44,Fan_Antiguo,661.4,738,627.0,6.3,No,5
3006,2984.0,429,@kaisquad_698,TikTok,Comentario,"en ningún sorteo anterior de Kai hubo una queja así, raro que ahora sí",#JusticiaParaKai,,2026-03-15 04:37:18,Cuenta_Nueva,0.0,377,384.0,11.3,No,1
3007,2958.0,95,@adrianacastro03,TikTok,Comentario,Mis amigas y yo llevamos toda la noche hablando de esto la verdad...,,,2026-03-15 04:09:19,Anónimo,1581.4,1951,14.0,1.7,No,0
3008,2895.0,261,@camilalopez99,X,Comentario,"ojo con esto: vi un live reaccionando que desmontó todo, aunque no lo vi completo",#KaiMentiroso,,2026-03-15 04:07:25,Anónimo,1.5,5573,123.0,6.9,Sí (idéntico a publicación de 2023 sobre otro creador),1
3009,2694.0,230,@cesarsalazar15,X,Comentario,ojo con esto: un tiktok con millones de vistas ya lo dio por hecho,#EvaluandoLaSituacion,,2026-03-15 04:21:54,Anónimo,1087.3,22527,94.0,0.3,Posible (similar a una publicación anterior),1
3010,2885.0,368,@apoyomateo_446,TikTok,Repost/Cita,"no dejen que borren la evidencia, guarden capturas ya #CancelenAKai",#CancelenAKai,,2026-03-15 04:19:02,Bot_Sospechoso,0.6,35057,226.0,23.0,No,0
3011,2859.0,386,@despiertaya_214,X,Repost/Cita,"confirmado, Kai amañó el sorteo, pasen la voz #CancelenAKai",#CancelenAKai,,2026-03-15 04:15:25,Bot_Sospechoso,2.1,4403,184.0,36.0,No,0
3012,,32,@valeria,X,Comentario,  la cantidad de cuentas nuevas comentando esto me da mala espina sinceramente...   ,#EvaluandoLaSituacion #KaiDuarte,,2026-03-15 02:35:26,Verificado,380.2,6269,41.0,1.1,No,0
3013,2735.0,281,@david_,X,Comentario,"dicen que me llegó por WhatsApp que Kai sí arregló todo, no tengo la fuente original",,,2026-03-15 04:23:35,Anónimo,18.4,401,761.0,6.2,No,0
3014,2922.0,306,@carloslopez_col,TikTok,Comentario,dicen que una cuenta que no conozco subió una captura que supuestamente confirma todo,#CancelenAKai #KaiDuarte,,2026-03-15 05:21:12,Anónimo,13.2,420,675.0,13.6,No,1
3015,2867.0,341,@manuelaortizsabana,TikTok,Comentario,"dato: vi la transmisión completa dos veces, no encuentro el corte que muestran",,,2026-03-15 03:56:56,Cuenta_Nueva,11.3,220,131.0,0.8,Posible (similar a una publicación anterior),2
3016,2699.0,194,@cesar_ug,X,Repost/Cita,en mi casa no se habla de otra cosa desde anoche sinceramente 🤔🤔,,,2026-03-15 04:18:25,Anónimo,560.4,1122,43.0,1.7,No,0
3017,2841.0,231,@hectorcun,Instagram,Comentario,Yo vine a leer los comentarios que siempre son mejores que la noticia sin exagerar 💀💀,,,2026-03-15 03:54:44,Verificado,30.0,2665,37.0,3.5,No,0
3018,,315,@tomasperezbogota,X,Repost/Cita,alguien me explica bien qué fue lo que pasó anoche otra vez,,,2026-03-15 01:04:44,Cuenta_Nueva,0.0,32,40.0,4.0,No,0
3019,2921.0,142,@isabellasabana,X,Comentario,yo creo que revisé el reglamento público del sorteo y coincide con lo que se hizo,,,2026-03-15 03:16:15,Fan_Antiguo,448.8,11085,145.0,1.5,No,3
3020,,243,@monicapinzon2020,X,Comentario,tremendo desorden se armó de la nada anoche la verdad,#YoLeCreoAKai #QueDijoKai,,2026-03-14 23:52:29,Fan_Antiguo,1268.8,9767,106.0,1.2,No,0
3021,,270,@julianacardenas34,X,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer y eso que apenas empieza el día 🤔🤔,,,2026-03-15 01:42:41,Cuenta_Nueva,0.0,1657,23.0,0.8,No,0
3022,3011.0,108,@tomas_real,X,Comentario,yo esperaría el comunicado oficial antes de opinar y las marcas ni se han pronunciado bien,#EvaluandoLaSituacion,,2026-03-15 04:17:55,Anónimo,1472.9,1767,36.0,0.9,No,0
3023,,124,@fabian_00,Instagram,Descripción de captura,"a mi me da igual, no sigo a Kai pero el trending me tiene aquí leyendo sin exagerar 🤔",#KaiDuarte,,2026-03-15 03:02:14,Anónimo,1384.1,2126,62.0,2.7,No,0
3024,2751.0,157,@jorgepardo03,X,Comentario,"Dato: conozco a alguien que ganó un sorteo anterior de Kai, todo fue legal",#EvaluandoLaSituacion #YoLeCreoAKai,,2026-03-15 03:42:17,Anónimo,1414.8,20991,118.0,5.3,No,2
3025,2911.0,426,@fansdekai_453,TikTok,Comentario,"nadie ha mostrado una prueba real, todo son capturas sin verificar",#JusticiaParaKai,,2026-03-15 06:32:46,Fan_Antiguo,913.6,190,276.0,8.8,No,5
3026,3011.0,270,@julianacardenas34,TikTok,Comentario,supuestamente el ganador real habló pero borró el mensaje rapidísimo,,,2026-03-15 04:22:38,Cuenta_Nueva,0.0,1657,6023.0,14.9,No,0
3027,2998.0,313,@felipesalazar03,TikTok,Comentario,dicen que un influencer chiquito aseguró que tiene pruebas pero no las ha mostrado,#CancelenAKai,,2026-03-15 04:32:04,Anónimo,0.6,52,892.0,7.0,No,1
3028,2974.0,257,@carolinaramirez34,X,Repost/Cita,si esto no se aclara hoy se va a armar una novela de meses,#QueDijoKai,,2026-03-15 05:25:33,Anónimo,7.3,69,97.0,2.7,No,0
3029,3027.0,45,@david07,X,Comentario,Yo creo que hay que esperar antes de sacar conclusiones la verdad.,,,2026-03-15 04:35:47,Verificado,868.5,2340,,1.4,No,0
3030,2912.0,280,@fabianrojas34,Instagram,Comentario,"actualización: seguí el proceso desde el chat en vivo, a mí se vio transparente",,,2026-03-15 03:32:49,Cuenta_Nueva,4.1,139,183.0,3.6,Posible (similar a una publicación anterior),3
3031,2732.0,114,@tomaspinzonsabana,X,Comentario,para que sepan: revisé el reglamento público del sorteo y coincide con lo que se hizo,,,2026-03-15 03:39:30,Fan_Antiguo,30.0,1697,36.0,1.5,Posible (similar a una publicación anterior),0
3032,2932.0,34,@valentina07,X,Repost/Cita,cada hora aparece un ángulo nuevo de esto y cada rato cambia la versión,#KaiDuarte,,2026-03-15 04:15:55,Bot_Sospechoso,753.6,762,32.0,1.1,No,1
3033,2798.0,16,@lilianapinzonbogota,TikTok,Comentario,"ojo con esto: me contaron que alguien del equipo renunció por esto, sin confirmación",#CancelenAKai,,2026-03-15 02:38:36,Fan_Antiguo,809.0,2277,452.0,9.5,No,0
3034,2601.0,105,@samuelvargas2020,Instagram,Transcripción de audio/video,el que suba a defenderlo sin pruebas también me da desconfianza y nadie sabe ni qué creer 💀💀,,,2026-03-15 05:12:49,Verificado,762.3,3148,184.0,0.1,No,1
3035,,115,@claudiasabana,X,Post original,"que oso si es verdad, y que oso si no lo es y las marcas ni se han pronunciado bien...",,,2026-03-15 04:19:48,Fan_Antiguo,638.0,12316,37.0,2.6,No,0
3036,2682.0,122,@ricardo_real,Instagram,Transcripción de audio/video,"que fastidio, otra vez cancelando a alguien sin dejarlo hablar de verdad...",,,2026-03-15 06:32:11,Fan_Antiguo,919.2,3307,28.0,1.8,No,0
3037,2962.0,312,@ricardocun,X,Comentario,ojo con esto: dicen que hay un audio filtrado completo pero nadie lo ha mostrado,#KaiDuarte,,2026-03-15 04:28:53,Anónimo,0.3,171,427.0,21.6,No,1
3038,2760.0,306,@carloslopez_col,X,Comentario,yo sigo esperando que Kai diga algo,,,2026-03-15 05:54:48,Anónimo,13.2,420,139.0,4.0,No,0
3039,2943.0,398,@porsiempreKai_678,Instagram,Comentario,"en ningún sorteo anterior de Kai hubo una queja así, raro que ahora sí",#JusticiaParaKai,,2026-03-15 04:12:33,Anónimo,105.8,2484,419.0,1.0,No,0
3040,,310,@lilianacardenas_real,X,Comentario,honestamente ya perdí la cuenta de cuántas pruebas van y cada rato cambia la versión.,#EvaluandoLaSituacion,,2026-03-15 02:30:29,Anónimo,13.7,85,50.0,3.3,No,0
3041,2852.0,240,@alejandrogomez,TikTok,Comentario,Me acaban de contar que un tiktok con millones de vistas ya lo dio por hecho,,,2026-03-15 05:38:47,Verificado,2138.9,9085,173.0,6.1,Sí (idéntico a publicación de 2023 sobre otro creador),0
3042,,29,@antonia34,Instagram,Comentario,no puedo creer lo que está pasando con Kai sin exagerar 🤔,,,2026-03-15 03:17:05,Verificado,1009.1,48489,74.0,4.3,No,0
3043,2931.0,67,@antoniacun,X,Comentario,Para que sepan: yo estaba conectado desde el minuto uno y no vi nada extraño,#Cancelado,,2026-03-15 05:05:48,Anónimo,950.1,330,516.0,4.9,No,3
3044,2973.0,145,@hector,X,Comentario,yo estuve cerca del evento y no noté nada raro esa noche,,,2026-03-15 05:15:25,Verificado,326.3,2336,169.0,3.7,No,6
3045,2803.0,101,@jorgesalazarbogota,TikTok,Comentario,yo estuve cerca del evento y no noté nada raro esa noche,#KaiDuarte,,2026-03-15 03:11:32,Fan_Antiguo,2121.2,2922,106.0,4.5,No,2
3046,2853.0,286,@miguelco,Foro anónimo,Comentario,"posta que me llegó por WhatsApp que Kai sí arregló todo, no tengo la fuente original",#EvaluandoLaSituacion,,2026-03-15 02:31:59,Cuenta_Nueva,21.1,181,1398.0,19.6,No,1
3047,2751.0,106,@antoniasabana,X,Comentario,actualización: el ganador de mi ciudad sí recibió el premio sin ningún inconveniente,#Cancelado,,2026-03-15 04:05:39,Verificado,1562.2,6708,89.0,3.0,No,1
3048,3035.0,266,@gabrielasabana,X,Repost/Cita,"Sea cual sea la verdad, la forma en que se está manejando esto es un desastre y cada rato cambia la versión",,,2026-03-15 05:06:23,Cuenta_Nueva,13.9,1813,37.0,4.6,No,2
3049,2845.0,384,@despiertaya_630,TikTok,Repost/Cita,"confirmado, Kai amañó el sorteo, pasen la voz #CancelenAKai",#CancelenAKai,,2026-03-15 02:32:23,Bot_Sospechoso,0.1,40015,67.0,14.3,No,0
3050,2820.0,168,@natalianino98,Instagram,Comentario,"Yo hacía memes de Kai, ahora no sé ni qué publicar otra vez 😭",,,2026-03-15 04:40:29,Anónimo,363.6,4660,17.0,5.3,No,1
3051,2664.0,186,@monicarios,X,Repost/Cita,Yo vine a leer los comentarios que siempre son mejores que la noticia de verdad,#EvaluandoLaSituacion #FakeNews,,2026-03-15 05:49:39,Anónimo,885.4,3535,32.0,1.6,No,1
3052,2838.0,106,@antoniasabana,TikTok,Repost/Cita,esto va a ser tendencia todo el día seguro sin exagerar 🤔🤔,#Cancelado,,2026-03-15 04:09:37,Verificado,1562.2,6708,24.0,0.6,No,0
3053,,186,@monicarios,X,Repost/Cita,"vi que UrbanKrew sacó un comunicado, muy tibio la verdad",,PulsoTech,2026-03-15 01:47:20,Anónimo,885.4,3535,23.0,2.9,No,0
3054,,150,@miguelcardenas,TikTok,Repost/Cita,"Sea cual sea la verdad, la forma en que se está manejando esto es un desastre.",#KaiDuarte #EvaluandoLaSituacion,,2026-03-15 01:00:51,Verificado,1066.3,10079,56.0,1.7,No,1
3055,2780.0,298,@juliancastro_ug,Foro anónimo,Comentario,circula que circula el rumor de que hay más pruebas guardadas para después,,,2026-03-15 06:56:38,Anónimo,11.5,268,1155.0,23.4,No,0
3056,,81,@nicolassalazar_col,Instagram,Comentario,"que fastidio, otra vez cancelando a alguien sin dejarlo hablar y eso que apenas empieza el día",#Cancelado,,2026-03-15 04:13:19,Anónimo,91.6,76,147.0,0.1,No,0
3057,2785.0,21,@tatiana22,TikTok,Repost/Cita,mis amigas y yo llevamos toda la noche hablando de esto y cada rato cambia la versión,,,2026-03-15 04:22:21,Fan_Antiguo,605.7,8908,238.0,2.7,No,2
3058,2886.0,92,@tatiana_11,X,Comentario,"vi un live reaccionando que desmontó todo, aunque no lo vi completo",,,2026-03-15 05:04:49,Verificado,1064.8,4839,82.0,2.7,Sí (idéntico a publicación de 2023 sobre otro creador),1
3059,3033.0,317,@felipelopez22,TikTok,Comentario,dicen que dicen que hay un audio filtrado completo pero nadie lo ha mostrado,#KaiMentiroso,,2026-03-15 02:47:18,Cuenta_Nueva,0.5,30,308.0,8.1,No,0
3060,2906.0,132,@kevinriosbogota,Foro anónimo,Comentario,increíble como en una noche esto se salió de control sinceramente 💀,#KaiDuarte,,2026-03-15 04:01:04,Fan_Antiguo,2082.7,1108,16.0,1.3,No,0
3061,,135,@ximena03,Instagram,Repost/Cita,  clásico: pasa algo de madrugada y para el mediodía ya todos tienen opinión sinceramente   ,#JusticiaParaKai,,2026-03-15 01:59:33,Anónimo,609.3,1810,59.0,0.3,No,1
3062,2838.0,244,@harold_uni,X,Descripción de captura,si esto no se aclara hoy se va a armar una novela de meses ya en serio 🤔,#EvaluandoLaSituacion,,2026-03-15 03:57:38,Fan_Antiguo,681.4,1856,31.0,1.3,No,0
3063,2878.0,257,@carolinaramirez34,X,Comentario,yo llevo horas viendo hilos sobre esto en vez de dormir y nadie sabe ni qué creer,#FakeNews,,2026-03-15 03:18:11,Anónimo,7.3,69,14.0,2.0,No,0
3064,3011.0,19,@gabrielamedina07,X,Comentario,"según un grupo de Facebook, esto ya se sabía desde hace meses",,,2026-03-15 04:28:24,Fan_Antiguo,1199.2,4505,604.0,9.6,No,1
3065,2901.0,381,@APOYOMATEO_892,TikTok,Repost/Cita,"COMPARTAN esto antes de que lo borren, la verdad sobre Kai #CancelenAKai",#CancelenAKai,,2026-03-15 06:39:53,Bot_Sospechoso,1.3,6184,344.0,14.9,No,0
3066,3013.0,38,@yesid,X,Comentario,ojo con esto: alguien juró que tiene capturas del chat privado pero nunca las publicó,#EvaluandoLaSituacion,,2026-03-15 04:32:51,Anónimo,1156.1,1653,204.0,9.6,No,1
3067,2953.0,341,@manuelaortizsabana,TikTok,Transcripción de audio/video,En mi casa no se habla de otra cosa desde anoche la verdad 😳😳,#JusticiaParaKai,,2026-03-15 05:03:34,Cuenta_Nueva,11.3,220,299.0,2.1,No,0
3068,2836.0,311,@wilson2020,TikTok,Comentario,yo creo que el ganador de mi ciudad sí recibió el premio sin ningún inconveniente,,,2026-03-15 03:41:41,Cuenta_Nueva,15.0,121,529.0,0.5,No,1
3069,2882.0,97,@mateoleon_real,Foro anónimo,Comentario,dato: nadie de los que participamos notó nada fuera de lo normal esa noche,,,2026-03-15 03:39:44,Verificado,30.0,521,795.0,5.4,No,4
3070,2759.0,264,@monica2020,Instagram,Comentario,me acaban de contar que supuestamente el ganador real habló pero borró el mensaje rapidísimo,,,2026-03-15 04:51:18,Cuenta_Nueva,19.1,11,2298.0,9.8,No,1
3071,3011.0,315,@tomasperezbogota,TikTok,Comentario,circula que alguien juró que tiene capturas del chat privado pero nunca las publicó,#CancelenAKai,,2026-03-15 04:42:00,Cuenta_Nueva,0.0,32,1903.0,0.1,No,1
3072,3016.0,91,@cesarramirezcun,X,Comentario,alguien me explica bien qué fue lo que pasó anoche otra vez 💀,#EvaluandoLaSituacion #KaiDuarte,,2026-03-15 04:22:09,Verificado,2835.2,1010,92.0,0.1,No,1
3073,2793.0,62,@tomas_,X,Descripción de captura,yo creo que hay que esperar antes de sacar conclusiones y cada rato cambia la versión,,,2026-03-15 03:35:46,Anónimo,1442.6,3056,61.0,4.3,No,1
3074,2712.0,294,@melissa_,TikTok,Comentario,mis amigas y yo llevamos toda la noche hablando de esto sinceramente 💀,,,2026-03-15 04:52:06,Cuenta_Nueva,14.6,1198,85.0,2.1,No,0
3075,2838.0,43,@cesarmoreno,TikTok,Transcripción de audio/video,la cantidad de cuentas nuevas comentando esto me da mala espina 🤔🤔,#QueDijoKai,,2026-03-15 04:02:51,Anónimo,399.3,2727,197.0,0.1,No,0
3076,2913.0,81,@nicolassalazar_col,X,Comentario,yo creo que hay que esperar antes de sacar conclusiones y nadie sabe ni qué creer,,,2026-03-15 06:00:34,Anónimo,91.6,76,66.0,2.2,No,0
3077,2915.0,100,@liliana_uni,X,Comentario,increíble como en una noche esto se salió de control...,#EvaluandoLaSituacion,,2026-03-15 03:19:10,Anónimo,1762.8,2550,3.0,0.5,No,0
3078,2782.0,343,@angie07,TikTok,Repost/Cita,literal me desperté y lo primero que vi fue esto sinceramente.,,,2026-03-15 04:05:32,Cuenta_Nueva,21.7,613,25.0,1.7,No,0
3079,2978.0,7,@juliana_ug,Foro anónimo,Descripción de captura,el que suba a defenderlo sin pruebas también me da desconfianza ya en serio,,,2026-03-15 03:41:39,Verificado,240.9,1015,125.0,3.3,No,0
3080,2879.0,215,@johanaortiz_col,X,Comentario,si esto no se aclara hoy se va a armar una novela de meses sin exagerar,,,2026-03-15 05:48:10,Anónimo,925.1,969,151.0,0.1,No,0
3081,,13,@jhon_oficial,TikTok,Comentario,"esto ya lo vi venir hace rato, algo raro pasaba y eso que apenas empieza el día 😳",#FueraKai #EvaluandoLaSituacion,,2026-03-15 02:41:15,Fan_Antiguo,570.2,324,31.0,1.9,No,1
3082,,143,@johanaleon2020,Foro anónimo,Descripción de captura,"yo hacía memes de Kai, ahora no sé ni qué publicar otra vez.",#CancelenAKai #Cancelado,,2026-03-15 03:07:57,Verificado,1114.5,52359,42.0,3.2,No,0
3083,2807.0,108,@tomas_real,Instagram,Repost/Cita,mis amigas y yo llevamos toda la noche hablando de esto de verdad.,,,2026-03-15 03:30:19,Anónimo,1472.9,1767,39.0,4.8,No,1
3084,2783.0,329,@monica34,Foro anónimo,Descripción de captura,"pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos la verdad",#KaiDuarte #EvaluandoLaSituacion,,2026-03-15 03:08:21,Cuenta_Nueva,19.9,548,111.0,0.1,No,0
3085,2976.0,268,@viviana_real,TikTok,Comentario,Ojo con esto: una cuenta que no conozco subió una captura que supuestamente confirma todo,,,2026-03-15 05:12:09,Cuenta_Nueva,10.6,1154,98.0,9.4,Sí (idéntico a publicación de 2023 sobre otro creador),0
3086,3067.0,9,@yulianasuarez07,X,Repost/Cita,"que oso si es verdad, y que oso si no lo es y eso que apenas empieza el día",,,2026-03-15 05:14:08,Fan_Antiguo,511.7,4216,54.0,1.3,No,0
3087,2991.0,319,@cesar99,Instagram,Comentario,"circula que según un grupo de Facebook, esto ya se sabía desde hace meses",,,2026-03-15 05:42:07,Cuenta_Nueva,17.7,313,79.0,9.0,No,1
3088,2829.0,264,@monica2020,TikTok,Repost/Cita,"Todo mundo subiendo teorías, nadie subiendo pruebas y todavía falta que hable Kai",#CancelenAKai,,2026-03-15 04:45:22,Cuenta_Nueva,19.1,11,81.0,2.8,No,1
3089,2864.0,235,@ricardo98,Instagram,Comentario,"Para que sepan: vi la transmisión completa dos veces, no encuentro el corte que muestran",#YoLeCreoAKai #QueDijoKai,,2026-03-15 03:19:03,Fan_Antiguo,1284.4,3028,126.0,3.4,Posible (similar a una publicación anterior),4
3090,2725.0,80,@juansalazar03,X,Comentario,"pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos sin exagerar",,,2026-03-15 05:37:54,Verificado,1451.6,2025,28.0,5.7,No,1
3091,2796.0,119,@santiagomedinatv,Instagram,Comentario,yo sigo esperando que Kai diga algo de verdad 😳😳,#KaiDuarte,,2026-03-15 03:15:04,Verificado,911.6,4906,48.0,4.2,No,0
3092,2970.0,429,@kaisquad_698,TikTok,Comentario,"si tuvieran algo sólido ya lo hubieran mostrado completo, no en pedazos",#JusticiaParaKai,,2026-03-15 03:37:11,Cuenta_Nueva,0.0,377,64.0,10.8,No,1
3093,3088.0,319,@cesar99,X,Descripción de captura,"que oso si es verdad, y que oso si no lo es y nadie sabe ni qué creer",,,2026-03-15 04:48:09,Cuenta_Nueva,17.7,313,80.0,4.6,No,1
3094,2955.0,109,@juanlopez07,X,Descripción de captura,"esto se puso serio rapidísimo, hace una hora era chisme y cada rato cambia la versión",#Cancelado #FakeNews,,2026-03-15 03:32:28,Anónimo,633.6,1789,105.0,1.1,No,0
3095,2961.0,273,@laurasabana,X,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer sinceramente...,#Cancelado,,2026-03-15 03:52:17,Cuenta_Nueva,,258,132.0,0.7,No,0
3096,3092.0,428,@kaisquad_528,Instagram,Comentario,"eso que están pasando como prueba nueva es de un caso viejo, no es de ahora",#JusticiaParaKai,,2026-03-15 03:40:01,Cuenta_Nueva,1253.1,5202,243.0,1.2,No,2
3097,,118,@miguelrios15,Foro anónimo,Transcripción de audio/video,"yo hacía memes de Kai, ahora no sé ni qué publicar y todavía falta que hable Kai 💀💀",#FueraKai,,2026-03-15 02:54:10,Fan_Antiguo,651.1,3290,74.0,1.5,No,0
3098,2894.0,189,@maria15,TikTok,Comentario,"esto ya lo vi venir hace rato, algo raro pasaba y las marcas ni se han pronunciado bien 🤔",#Cancelado #VerificaAntesDeCompartir,,2026-03-15 04:05:04,Verificado,1261.6,8295,26.0,1.9,No,0
3099,3084.0,72,@sebastian15,TikTok,Descripción de captura,"Que fastidio, otra vez cancelando a alguien sin dejarlo hablar y todavía falta que hable Kai...",,,2026-03-15 03:26:12,Fan_Antiguo,722.8,1574,33.0,0.9,No,0
